#OTU ID	A01	A02	A03	A04	A05	A06	A07	A08	A09	A10	A11	A12	A13	A14	A15	A16	A17	A18	A19	A20	A21	A22	A23	A24	A25	A26	A27	A28	A29	A30	Consensus Lineage
ZOTU243	824	232	388	644	168	149	1061	736	2682	247	640	373	547	256	294	753	649	972	8	6	7	11	3	8	7	20	10	2169	1935	4859	 k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__
ZOTU1419	288	122	349	344	91	40	249	4	37	279	404	304	290	123	136	304	240	436	24	0	13	4	5	1	2	6	1	129	126	113	 k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__Collinsella; s__uncultured_bacterium
ZOTU174	40	143	54	21	136	112	3	9	4	29	39	65	354	166	281	80	82	72	3	4	3	13	7	5	10	16	8	1257	1416	292	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
ZOTU1368	455	0	46	69	0	0	54	0	0	59	44	206	0	0	0	30	27	128	29	12	3	0	0	0	0	0	0	0	1	0	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
ZOTU962	510	20	591	537	10	7	70	14	31	346	817	691	24	11	21	492	558	1067	770	47	43	0	0	0	0	5	1	28	31	47	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__uncultured_bacterium
ZOTU355	106	45	106	55	67	19	144	217	179	40	69	68	107	45	73	70	107	116	0	0	0	0	0	1	0	0	0	44	42	0	 k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Parabacteroides; s__
ZOTU1228	186	3	12	26	3	1	237	9	33	15	4	26	9	2	7	2	4	16	3	0	10	2	0	1	1	11	7	0	4	15	 k__Bacteria; p__Firmicutes; c__; o__; f__; g__; s__
ZOTU1509	311	252	262	248	15	5	101	54	124	109	226	203	7	7	2	0	0	2	30	0	58	0	0	0	0	0	0	0	0	0	 k__Bacteria; p__Proteobacteria; c__; o__; f__; g__; s__
ZOTU1034	129	38	119	143	27	10	158	13	22	102	116	93	62	31	40	37	28	64	0	0	0	1	0	0	0	0	0	69	74	0	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
ZOTU1093	102	0	84	114	0	0	3	0	0	48	138	121	0	0	0	46	56	117	3	3	0	0	0	0	0	0	0	0	0	0	 k__Bacteria; p__Firmicutes; c__; o__; f__; g__; s__
ZOTU974	129	0	138	145	1	1	3	0	1	95	201	137	0	0	0	138	104	174	4	5	1	0	0	0	0	0	0	1	0	0	 k__Bacteria; p__; c__; o__; f__; g__; s__
ZOTU62	361	80	261	194	157	107	803	32	868	331	603	321	262	126	232	610	937	783	20	9	28	67	47	53	43	35	50	464	322	829	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Lachnoclostridium; s__
ZOTU78	644	249	6315	2940	437	268	52	106	101	1802	2819	2406	495	272	558	2775	3788	3308	0	0	0	1	0	0	0	0	0	998	924	2	 k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__Senegalimassilia; s__uncultured_bacterium
ZOTU211	82	203	62	32	228	227	17	70	52	42	111	65	301	216	653	75	118	170	102	35	58	156	150	85	190	168	156	1770	1478	1710	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
ZOTU1019	77	0	69	51	0	0	4	0	0	57	94	62	0	0	0	78	66	103	53	2	6	0	0	0	0	0	0	0	1	0	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
ZOTU52	376	520	289	169	535	408	331	291	276	165	376	257	1029	477	1368	234	387	405	122	50	126	261	128	134	223	336	294	2605	2761	6268	 k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__Alistipes; s__uncultured_bacterium
ZOTU271	16	68	13	3	86	88	8	16	12	15	40	18	123	83	244	25	28	43	12	8	16	47	45	33	46	28	35	426	332	237	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
ZOTU245	63	156	44	37	231	177	59	59	85	38	48	51	540	277	520	58	68	84	120	72	162	439	223	252	305	285	249	335	319	2057	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcaceae_UCG-002; s__uncultured_bacterium
ZOTU323	619	94	431	487	87	57	771	419	884	344	527	624	241	124	161	457	525	821	17	15	17	3	2	2	4694	41	21	84	106	395	 k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__
ZOTU1222	104	17	36	43	5	4	107	73	94	22	62	56	27	7	4	40	17	72	2	0	1	1	0	0	85	0	4	5	24	51	 k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Parabacteroides; s__
ZOTU1121	112	8	7	9	0	0	104	1	13	7	7	35	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
ZOTU340	18	80	18	8	101	75	10	13	17	10	11	8	212	97	187	13	23	31	1	0	0	0	0	0	1	0	1	50	58	1	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__[Eubacterium]_coprostanoligenes_group; s__
ZOTU1476	212	8	70	98	6	1	107	76	114	41	87	55	19	7	8	41	22	91	71	2	97	2	1	2	37	74	71	3	4	21	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
ZOTU1051	45	0	46	56	1	0	2	0	0	24	44	41	0	0	0	34	38	61	501	234	116	1	0	0	0	0	1	0	0	2	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
ZOTU1472	7	81	13	7	43	29	1	0	0	10	27	20	165	64	80	29	36	40	1	0	1	4	3	0	1	5	5	252	351	203	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
ZOTU131	83	1	9	12	1	0	249	3490	789	3	4	6	0	0	2	9	8	9	0	1	0	2	0	0	0	0	1	0	1	0	 k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__Enterococcus; s__
ZOTU287	31	37	17	11	96	75	29	42	34	40	33	38	141	59	190	51	34	44	5	2	7	15	4	9	10	11	11	205	201	137	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Butyricicoccus; s__uncultured_bacterium
ZOTU1171	240	145	226	237	6	5	81	41	112	105	218	154	1	6	5	0	2	2	30	0	61	0	0	0	0	0	0	0	0	0	 k__Bacteria; p__Proteobacteria; c__; o__; f__; g__; s__
ZOTU1362	85	41	135	101	50	31	55	4	13	95	139	108	109	53	61	110	141	170	75	5	9	2	1	0	0	1	0	55	65	55	 k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__; s__
ZOTU1099	213	32	156	108	47	22	91	18	93	122	143	136	78	40	46	164	105	167	53	0	34	4	2	0	3	12	10	36	31	56	 k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__; s__
ZOTU509	723	60	1089	458	126	93	951	685	1140	396	552	570	168	122	205	552	951	927	0	2	0	1	0	1	0	0	0	215	138	0	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__uncultured; s__
ZOTU393	349	356	180	191	582	444	292	601	433	283	359	475	965	510	1069	325	301	405	31	11	55	63	45	50	49	57	51	1321	1101	842	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Butyricicoccus; s__
ZOTU294	82	12	34	30	10	9	67	108	168	29	44	37	17	10	30	33	39	53	0	0	2	4	2	6	61	1	2	38	44	21	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Candidatus_Soleaferrea; s__
ZOTU302	184	682	94	75	919	708	74	109	123	82	121	130	1691	762	1415	99	96	155	238	147	342	887	576	525	430	723	653	1068	1098	9036	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__[Eubacterium]_eligens_group; s__
ZOTU1490	325	76	119	90	112	54	99	65	87	77	130	160	94	61	70	52	31	74	108	8	104	61	29	26	83	107	92	0	0	1	 k__Bacteria; p__; c__; o__; f__; g__; s__
ZOTU826	182	0	37	19	1	1	182	31	88	38	23	74	2	3	2	41	25	56	0	1	0	0	0	0	0	0	2	9	7	13	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
ZOTU1132	109	14	43	58	5	4	84	33	100	32	57	69	26	6	4	28	20	51	0	0	0	0	0	0	22	1	0	3	4	66	 k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__
ZOTU365	147	6	21	14	18	15	476	280	375	18	15	29	26	9	23	18	32	30	0	0	0	0	0	1	0	0	0	15	7	0	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
ZOTU1351	14	4	19	10	0	1	0	2	0	13	38	23	14	4	8	37	20	85	0	0	1	0	0	0	0	0	0	17	15	8	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
ZOTU1014	287	0	244	307	2	1	16	0	0	135	384	271	1	0	5	56	60	145	0	0	0	0	0	0	0	0	0	2	0	0	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
ZOTU113	78	12	26	9	32	35	103	167	187	14	70	21	44	26	166	72	124	185	31	22	37	107	103	59	138	99	100	235	251	1021	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
ZOTU1183	107	72	160	96	39	21	13	7	14	135	202	149	143	79	76	215	185	303	6	0	9	3	0	2	5	21	13	153	197	277	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__uncultured_bacterium
ZOTU1471	50	56	19	35	60	39	34	32	59	20	24	15	136	76	43	17	16	19	7	1	4	3	2	0	2	8	3	16	19	6	 k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__; f__; g__; s__
ZOTU168	72	268	28	28	345	295	52	122	94	39	61	52	681	306	1134	46	49	70	14	5	17	19	14	14	21	28	25	1428	1123	337	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminiclostridium_5; s__uncultured_bacterium
ZOTU12	692	8	45	69	11	19	1470	4676	4252	12	22	5	2	3	1	20	33	35	4898	1012	17463	14	8	1	26515	71190	65205	3	0	0	 k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__Enterococcus; s__
ZOTU1309	102	77	117	178	43	20	11	11	17	111	165	66	179	104	67	136	104	170	28	3	36	8	5	7	9	57	35	95	108	156	 k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Gardnerella; s__uncultured_bacterium
ZOTU59	30	271	92	34	337	319	5	15	14	44	81	76	719	320	560	98	120	126	0	0	1	4	0	1	1	0	0	941	782	2	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcaceae_UCG-004; s__
ZOTU334	90	117	73	24	204	130	69	81	117	43	40	63	307	147	297	60	62	77	5	2	6	11	7	4	10	10	14	314	232	112	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__uncultured; s__
ZOTU299	22	50	15	9	58	60	8	23	13	6	9	10	84	39	76	10	2	6	11	2	4	20	12	16	52	6	7	36	48	52	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__uncultured; s__
ZOTU30	283	712	391	171	864	862	79	218	190	249	509	267	1492	796	1736	473	891	1038	297	72	290	808	533	490	551	455	536	6846	6855	6351	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__
ZOTU1244	83	14	86	82	7	1	44	9	45	51	95	94	25	10	9	54	64	85	14	0	19	0	1	0	3	1	2	5	7	11	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
ZOTU1420	161	21	75	68	7	5	113	55	85	61	110	93	28	11	7	72	56	135	0	0	0	0	0	0	7	0	0	39	47	50	 k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__; g__; s__
ZOTU1363	58	2	4	3	12	2	115	2	13	7	2	6	4	2	5	0	2	6	1	0	1	6	3	3	2	0	0	6	5	10	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
ZOTU1236	49	0	166	151	0	0	2	0	0	116	313	141	0	1	0	198	235	371	38	20	6	1	0	0	0	0	0	2	0	10	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae_1; g__; s__
ZOTU1429	57	0	19	16	0	0	50	11	25	9	13	28	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	1	 k__Bacteria; p__; c__; o__; f__; g__; s__
ZOTU80	287	231	125	170	262	158	344	203	315	118	182	249	536	269	408	140	176	263	90	75	85	201	115	103	566	177	153	177	167	1383	 k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__Alistipes; s__
ZOTU306	146	412	762	271	481	367	106	156	185	239	380	262	910	420	738	360	658	517	83	22	73	148	115	105	176	150	135	287	504	1376	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Lachnospiraceae_NK4A136_group; s__
ZOTU1423	38	8	27	34	8	1	46	23	50	18	42	44	18	7	4	26	20	44	2	0	0	0	0	0	32	0	0	51	78	123	 k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__; s__
ZOTU1038	390	8	23	11	5	5	577	6	29	42	9	69	15	4	11	15	17	53	0	0	0	0	1	0	4	2	2	11	16	28	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
ZOTU1386	77	65	42	40	47	27	87	43	59	46	72	76	128	51	40	50	27	76	10	0	13	4	2	0	2	6	10	65	83	86	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
ZOTU49	109	341	165	111	803	616	103	307	194	83	152	114	975	486	1572	164	190	178	89	93	165	858	373	449	266	338	338	1669	1611	1858	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptostreptococcaceae; g__; s__
ZOTU840	119	68	152	120	60	32	17	17	11	106	170	114	162	67	115	219	247	237	7	0	11	6	0	1	7	14	12	147	164	256	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
ZOTU64	224	178	252	125	217	190	44	46	43	140	220	216	408	212	425	35	42	40	68	20	85	75	32	37	21	15	14	453	433	670	 k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales; f__Desulfovibrionaceae; g__Bilophila; s__
ZOTU1304	134	21	91	112	24	5	74	9	31	94	114	112	46	19	29	81	70	118	23	0	17	1	1	0	1	4	1	12	13	17	 k__Bacteria; p__Firmicutes; c__; o__; f__; g__; s__
ZOTU379	248	187	262	110	245	152	325	297	352	173	304	243	404	185	317	262	348	386	0	0	0	0	0	0	0	0	1	208	172	1	 k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Butyricimonas; s__
ZOTU1318	357	0	417	325	1	0	20	0	0	282	486	426	1	0	1	372	481	707	370	27	35	0	0	0	0	0	0	1	2	3	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
ZOTU739	101	0	158	95	0	1	4	0	0	59	172	117	1	0	0	44	64	77	560	959	68	3	0	0	0	0	1	0	0	0	 k__Bacteria; p__; c__; o__; f__; g__; s__
ZOTU644	19	5	1	1	7	6	45	41	46	1	3	1	11	4	5	1	1	2	0	0	0	0	0	0	0	0	0	3	2	0	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Anaerotruncus; s__
ZOTU219	196	52	13	24	91	63	308	22	57	22	17	22	150	78	140	14	29	39	83	41	91	186	189	161	117	156	146	68	60	1003	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__uncultured; s__
ZOTU228	46	103	13	9	257	224	40	111	53	19	25	30	308	145	535	17	38	58	9	9	25	63	32	39	48	33	61	860	919	356	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae_1; g__Clostridium_sensu_stricto_1; s__uncultured_bacterium
ZOTU466	85	118	60	39	142	110	80	48	90	39	51	87	225	89	170	43	54	93	54	30	62	163	86	86	998	128	136	247	288	1386	 k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__Alistipes; s__
ZOTU492	6	10	4	1	10	2	1	3	3	1	1	0	24	8	30	1	4	3	0	0	0	0	0	0	0	0	0	116	130	7	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiales_vadinBB60_group; g__; s__
ZOTU1317	14	50	53	14	20	14	1	2	0	51	112	81	60	34	47	95	105	154	0	0	0	4	2	0	1	2	4	207	254	225	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
ZOTU96	149	574	192	94	845	589	35	105	93	93	124	124	1437	703	1479	158	206	208	14	17	26	52	40	33	21	42	42	1656	1822	2626	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcaceae_UCG-013; s__uncultured_bacterium
ZOTU975	105	42	59	52	91	57	35	59	59	23	50	57	80	62	46	16	8	33	251	181	364	269	106	175	283	300	171	0	0	0	 k__Bacteria; p__; c__; o__; f__; g__; s__
ZOTU189	448	19	50	33	19	17	2632	1061	1658	26	33	53	30	22	29	38	43	77	1	1	0	7	2	1	2	1	2	22	16	8	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Lachnoclostridium; s__
ZOTU1442	126	40	84	127	75	59	63	25	63	39	90	50	66	48	60	33	33	57	160	4	177	68	39	30	9	39	18	8	10	11	 k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__; s__
ZOTU1484	19	49	7	15	47	29	13	1	10	6	7	10	85	27	22	8	10	17	2	0	0	0	0	0	0	0	0	6	8	0	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
ZOTU149	100	220	140	106	365	239	50	93	83	67	125	66	562	280	582	143	151	123	1	1	0	1	0	0	0	0	0	962	817	0	 k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__Enterorhabdus; s__uncultured_bacterium
ZOTU732	230	0	241	319	0	0	7	0	0	115	225	158	0	0	0	109	119	204	502	43	84	0	0	0	1	2	1	0	2	0	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
ZOTU341	202	635	264	157	518	420	19	53	50	198	288	195	1531	688	1473	264	360	329	0	0	1	0	0	0	0	1	0	1896	2068	4	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
ZOTU1149	506	1	448	426	0	2	8	1	0	275	604	490	2	0	0	367	431	734	411	42	26	0	0	0	0	0	1	5	1	1	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__uncultured_bacterium
ZOTU1196	82	68	25	12	41	29	29	33	36	32	58	51	110	51	105	40	40	111	3	0	3	2	1	1	3	6	3	80	81	90	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
ZOTU1331	21	0	63	43	0	0	10	1	9	35	37	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 k__Bacteria; p__Proteobacteria; c__; o__; f__; g__; s__
ZOTU719	96	5	341	162	13	9	2	0	0	209	274	350	21	7	12	0	1	0	0	0	0	0	0	0	0	0	0	20	23	0	 k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae; g__Parasutterella; s__
ZOTU1455	190	0	243	142	0	0	5	0	0	122	230	214	0	0	0	193	268	353	121	7	26	0	0	0	0	0	0	0	0	0	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae_1; g__; s__
ZOTU1096	61	2	31	9	8	5	5	0	0	13	55	16	8	2	7	26	34	42	18	2	3	11	0	1	0	0	0	0	0	0	 k__Bacteria; p__Firmicutes; c__Clostridia; o__; f__; g__; s__
ZOTU944	19	10	5	3	6	8	41	13	22	1	5	3	8	6	5	0	0	3	0	0	0	0	0	0	0	0	0	6	2	0	 k__Bacteria; p__Firmicutes; c__Negativicutes; o__; f__; g__; s__
ZOTU1191	85	0	88	93	0	0	2	0	0	52	102	79	0	0	0	29	23	35	7	0	1	0	0	0	0	0	0	0	0	0	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
ZOTU1336	42	64	14	13	55	35	17	16	22	9	25	24	71	30	44	10	8	23	0	1	0	7	4	9	1	1	0	7	10	1	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcaceae_UCG-014; s__uncultured_bacterium
ZOTU995	82	2	45	66	1	1	3	0	0	57	103	89	5	0	2	68	58	140	61	50	15	0	0	1	0	0	0	7	2	7	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Christensenellaceae; g__; s__
ZOTU785	40	121	7	6	190	125	25	22	19	6	17	1	253	149	111	9	5	9	6	0	9	72	60	21	9	17	16	3	0	12	 k__Bacteria; p__Actinobacteria; c__; o__; f__; g__; s__
ZOTU943	24	78	5	12	129	93	12	6	11	1	13	14	125	53	65	0	0	1	3	5	13	95	49	58	21	22	13	0	0	0	 k__Bacteria; p__; c__; o__; f__; g__; s__
ZOTU336	117	52	51	16	56	68	86	133	93	15	38	47	66	37	132	44	45	75	0	0	0	0	0	1	0	0	0	171	144	3	 k__Bacteria; p__Firmicutes; c__Erysipelotrichia; o__Erysipelotrichales; f__Erysipelotrichaceae; g__uncultured; s__uncultured_bacterium
ZOTU770	110	27	156	119	85	39	61	13	53	83	145	124	68	51	64	114	153	186	135	8	51	50	24	18	6	7	4	33	25	47	 k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__; s__
ZOTU1279	30	0	35	32	0	0	17	6	12	21	33	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	 k__Bacteria; p__; c__; o__; f__; g__; s__
ZOTU55	311	102	112	100	121	97	361	270	435	111	138	189	269	121	210	144	138	218	8	9	9	26	10	20	57	15	22	183	175	161	 k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__Alistipes; s__
ZOTU227	18	53	14	10	71	40	11	9	17	9	15	17	90	39	86	2	15	25	1	0	3	3	4	1	3	0	1	28	50	6	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__uncultured; s__
ZOTU1020	54	134	35	28	79	45	76	16	10	34	52	61	244	107	86	41	35	84	1	1	1	6	4	2	1	8	2	267	287	163	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Christensenellaceae; g__; s__
ZOTU1506	185	5	28	19	2	7	104	1	0	19	14	76	5	0	5	15	15	44	8	4	3	0	0	2	3	2	5	1	1	10	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
ZOTU392	215	2	68	62	4	4	249	62	211	51	45	65	7	5	7	38	43	66	1	1	1	10	3	4	55	0	2	13	6	89	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcaceae_UCG-003; s__uncultured_bacterium
ZOTU1261	13	83	5	2	141	79	3	2	0	2	4	0	114	78	73	2	1	3	1	1	0	15	11	4	0	1	0	0	1	7	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
ZOTU905	2	0	0	0	0	2	0	0	0	0	0	0	5	3	2	0	0	0	0	0	0	0	0	0	0	0	0	19	14	0	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__[Eubacterium]_coprostanoligenes_group; s__uncultured_bacterium
ZOTU1475	241	46	325	209	40	13	59	86	47	165	275	244	100	70	45	231	348	413	369	38	67	0	0	2	70	141	149	71	72	124	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__
ZOTU1324	230	27	72	90	12	5	217	103	184	59	151	194	30	10	11	56	44	108	0	0	0	0	0	1	7	0	0	10	25	41	 k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__
ZOTU47	109	164	180	93	236	227	41	71	60	130	159	564	492	274	476	134	163	199	4	0	4	14	10	1	12	9	5	357	277	85	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__uncultured; s__
ZOTU435	59	30	15	6	46	34	71	100	55	13	19	42	77	32	86	24	22	30	0	0	0	0	0	0	0	0	0	25	14	0	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcaceae_UCG-005; s__uncultured_bacterium
ZOTU1067	12	78	3	8	37	18	7	3	3	6	19	11	156	65	98	17	10	22	0	0	0	2	2	0	0	3	1	201	267	22	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
ZOTU1437	172	1	257	283	2	0	9	0	0	132	363	231	1	0	0	155	162	295	199	6	15	0	0	0	0	0	0	1	2	1	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptostreptococcaceae; g__Intestinibacter; s__uncultured_bacterium
ZOTU141	196	2	42	20	2	2	746	394	587	28	28	68	1	0	0	24	35	44	2	3	1	3	0	4	3	0	1	18	13	3	 k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Intestinimonas; s__
ZOTU1190	10	36	7	6	41	14	5	5	5	6	13	8	32	28	49	0	5	6	1	0	4	2	4	0	5	3	4	0	0	0	 k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Escherichia-Shigella; s__
ZOTU843	349	47	254	281	40	23	419	33	72	176	197	136	81	46	38	197	166	283	21	5	38	11	8	5	11	56	35	80	85	175	 k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__; s__
